,Algorithm,Sources,Interferers,Mics,RT60,Distance,SINR,seed,Iteration,Iteration_Index,Runtime [s],SI-SDR [dB],SI-SIR [dB],ΔSI-SDR [dB],ΔSI-SIR [dB],Success
120,ilrma-t-IP,3,10,3,0.6344375,1,10,290876773,0,0,0,-3.691294503,-3.350941524,0,0,0
121,ilrma-t-IP,3,10,3,0.6344375,1,10,290876773,50,1,4.981008005,4.232398677,11.05796091,7.923693179,14.40890244,1
122,ilrma,3,10,3,0.6344375,1,10,290876773,0,0,0,-3.691294503,-3.350941524,0,0,0
123,ilrma,3,10,3,0.6344375,1,10,290876773,50,1,1.429108751,3.387527823,10.09968665,7.078822325,13.45062817,1
124,ilrma-t-IP,3,10,3,0.6344375,1,10,659577591,0,0,0,-3.642900183,-3.42648519,0,0,0
125,ilrma-t-IP,3,10,3,0.6344375,1,10,659577591,50,1,5.035649944,2.947586485,9.736423826,6.590486668,13.16290902,1
126,ilrma,3,10,3,0.6344375,1,10,659577591,0,0,0,-3.642900183,-3.42648519,0,0,0
127,ilrma,3,10,3,0.6344375,1,10,659577591,50,1,1.421786473,-3.367642286,0.171307124,0.275257897,3.597792314,0.666666667
128,ilrma-t-IP,3,10,3,0.6344375,1,10,1069045865,0,0,0,-3.519666483,-3.265711637,0,0,0
129,ilrma-t-IP,3,10,3,0.6344375,1,10,1069045865,50,1,4.747564012,4.519803179,11.86218978,8.039469663,15.12790142,1
130,ilrma,3,10,3,0.6344375,1,10,1069045865,0,0,0,-3.519666483,-3.265711637,0,0,0
131,ilrma,3,10,3,0.6344375,1,10,1069045865,50,1,1.432311664,3.857583778,10.62056588,7.377250262,13.88627752,1
132,ilrma-t-IP,3,10,3,0.6344375,1,0,1402032510,0,0,0,-7.103965909,-6.94195056,0,0,0
133,ilrma-t-IP,3,10,3,0.6344375,1,0,1402032510,50,1,4.802302337,-2.930260584,2.124606787,4.173705325,9.066557348,1
134,ilrma,3,10,3,0.6344375,1,0,1402032510,0,0,0,-7.103965909,-6.94195056,0,0,0
135,ilrma,3,10,3,0.6344375,1,0,1402032510,50,1,1.422007429,-3.005718013,1.792135349,4.098247896,8.734085909,1
136,ilrma-t-IP,3,10,3,0.6344375,1,0,1319794951,0,0,0,-6.840559315,-6.561339728,0,0,0
137,ilrma-t-IP,3,10,3,0.6344375,1,0,1319794951,50,1,4.825440527,-4.883989903,0.575285685,1.956569412,7.136625413,0.666666667
138,ilrma,3,10,3,0.6344375,1,0,1319794951,0,0,0,-6.840559315,-6.561339728,0,0,0
139,ilrma,3,10,3,0.6344375,1,0,1319794951,50,1,1.391032057,-11.50828746,-2.724337095,-4.667728146,3.837002633,0.333333333
140,ilrma-t-IP,3,10,3,0.6344375,1,10,1675701733,0,0,0,-3.548979573,-3.342988273,0,0,0
141,ilrma-t-IP,3,10,3,0.6344375,1,10,1675701733,50,1,4.870171834,3.545390108,11.23401995,7.09436968,14.57700823,1
142,ilrma,3,10,3,0.6344375,1,10,1675701733,0,0,0,-3.548979573,-3.342988273,0,0,0
143,ilrma,3,10,3,0.6344375,1,10,1675701733,50,1,1.421981431,0.401750563,7.640506843,3.950730136,10.98349512,1
144,ilrma-t-IP,3,10,3,0.6344375,1,0,561383553,0,0,0,-7.019617906,-6.742258132,0,0,0
145,ilrma-t-IP,3,10,3,0.6344375,1,0,561383553,50,1,4.854109716,-6.040374364,-2.191110221,0.979243542,4.551147911,0.333333333
146,ilrma,3,10,3,0.6344375,1,0,561383553,0,0,0,-7.019617906,-6.742258132,0,0,0
147,ilrma,3,10,3,0.6344375,1,0,561383553,50,1,1.413343046,-6.212665676,-2.236672079,0.80695223,4.505586052,0.333333333
148,ilrma-t-IP,3,10,3,0.6344375,1,0,1995074678,0,0,0,-6.91158309,-6.700988126,0,0,0
149,ilrma-t-IP,3,10,3,0.6344375,1,0,1995074678,50,1,4.809114337,-4.250465747,0.876400766,2.661117343,7.577388893,0.666666667
150,ilrma,3,10,3,0.6344375,1,0,1995074678,0,0,0,-6.91158309,-6.700988126,0,0,0
151,ilrma,3,10,3,0.6344375,1,0,1995074678,50,1,1.404568555,-4.815340454,1.705696803,2.096242637,8.406684929,0.666666667
152,ilrma-t-IP,3,10,3,0.6344375,1,10,1981297353,0,0,0,-3.584512114,-3.404620414,0,0,0
153,ilrma-t-IP,3,10,3,0.6344375,1,10,1981297353,50,1,4.813684002,4.986851264,12.47239806,8.571363378,15.87701847,1
154,ilrma,3,10,3,0.6344375,1,10,1981297353,0,0,0,-3.584512114,-3.404620414,0,0,0
155,ilrma,3,10,3,0.6344375,1,10,1981297353,50,1,1.387503826,5.434054058,12.35977733,9.018566171,15.76439774,1
156,ilrma-t-IP,3,10,3,0.6344375,1,10,115061003,0,0,0,-3.704581218,-3.477244385,0,0,0
157,ilrma-t-IP,3,10,3,0.6344375,1,10,115061003,50,1,4.931037416,5.608405898,13.24524626,9.312987115,16.72249064,1
158,ilrma,3,10,3,0.6344375,1,10,115061003,0,0,0,-3.704581218,-3.477244385,0,0,0
159,ilrma,3,10,3,0.6344375,1,10,115061003,50,1,1.418095785,5.550900332,12.81968709,9.255481549,16.29693148,1
160,ilrma-t-IP,3,10,3,0.6344375,1,10,1712592594,0,0,0,-3.64809099,-3.474020245,0,0,0
161,ilrma-t-IP,3,10,3,0.6344375,1,10,1712592594,50,1,4.876676014,4.613805273,12.13045071,8.261896263,15.60447096,1
162,ilrma,3,10,3,0.6344375,1,10,1712592594,0,0,0,-3.64809099,-3.474020245,0,0,0
163,ilrma,3,10,3,0.6344375,1,10,1712592594,50,1,1.449853579,4.932983785,12.80764902,8.581074775,16.28166927,1
164,ilrma-t-IP,3,10,3,0.6344375,1,10,457175121,0,0,0,-3.581335503,-3.220972291,0,0,0
165,ilrma-t-IP,3,10,3,0.6344375,1,10,457175121,50,1,4.847282653,3.17481555,10.32066994,6.756151053,13.54164223,1
166,ilrma,3,10,3,0.6344375,1,10,457175121,0,0,0,-3.581335503,-3.220972291,0,0,0
167,ilrma,3,10,3,0.6344375,1,10,457175121,50,1,1.455637597,2.87096912,9.659885235,6.452304623,12.88085753,1
168,ilrma-t-IP,3,10,3,0.6344375,1,10,1685103474,0,0,0,-3.54515933,-3.304475097,0,0,0
169,ilrma-t-IP,3,10,3,0.6344375,1,10,1685103474,50,1,4.999162234,-0.524894731,2.981492598,3.020264599,6.285967695,0.666666667
170,ilrma,3,10,3,0.6344375,1,10,1685103474,0,0,0,-3.54515933,-3.304475097,0,0,0
171,ilrma,3,10,3,0.6344375,1,10,1685103474,50,1,1.404013992,-0.242172661,6.318785436,3.302986669,9.623260534,1
172,ilrma-t-IP,3,10,3,0.6344375,1,0,115061003,0,0,0,-7.024986651,-6.786122965,0,0,0
173,ilrma-t-IP,3,10,3,0.6344375,1,0,115061003,50,1,4.97237458,-4.578857523,0.859297048,2.446129128,7.645420013,0.666666667
174,ilrma,3,10,3,0.6344375,1,0,115061003,0,0,0,-7.024986651,-6.786122965,0,0,0
175,ilrma,3,10,3,0.6344375,1,0,115061003,50,1,1.491115845,-7.974092142,1.577321073,-0.949105491,8.363444038,0.666666667
176,ilrma-t-IP,3,10,3,0.6344375,1,10,410361373,0,0,0,-3.676898542,-3.426210858,0,0,0
177,ilrma-t-IP,3,10,3,0.6344375,1,10,410361373,50,1,4.967672118,5.27406495,12.64942383,8.950963492,16.07563469,1
178,ilrma,3,10,3,0.6344375,1,10,410361373,0,0,0,-3.676898542,-3.426210858,0,0,0
179,ilrma,3,10,3,0.6344375,1,10,410361373,50,1,1.432644671,5.12517367,12.68740145,8.802072212,16.11361231,1
180,ilrma-t-IP,3,10,3,0.6344375,1,10,1282922662,0,0,0,-3.584954122,-3.380353331,0,0,0
181,ilrma-t-IP,3,10,3,0.6344375,1,10,1282922662,50,1,4.956746375,3.584924761,11.27758545,7.169878883,14.65793879,1
182,ilrma,3,10,3,0.6344375,1,10,1282922662,0,0,0,-3.584954122,-3.380353331,0,0,0
183,ilrma,3,10,3,0.6344375,1,10,1282922662,50,1,1.454419029,3.436255602,10.98885341,7.021209725,14.36920674,1
184,ilrma-t-IP,3,10,3,0.6344375,1,10,1251993226,0,0,0,-3.69210571,-3.522293519,0,0,0
185,ilrma-t-IP,3,10,3,0.6344375,1,10,1251993226,50,1,4.919142887,4.60972593,12.13107544,8.30183164,15.65336896,1
186,ilrma,3,10,3,0.6344375,1,10,1251993226,0,0,0,-3.69210571,-3.522293519,0,0,0
187,ilrma,3,10,3,0.6344375,1,10,1251993226,50,1,1.454601344,4.655743883,11.71039531,8.347849593,15.23268883,1
188,ilrma-t-IP,3,10,3,0.6344375,1,0,671780907,0,0,0,-6.850884283,-6.611647663,0,0,0
189,ilrma-t-IP,3,10,3,0.6344375,1,0,671780907,50,1,5.012908132,-5.7156327,-1.786985937,1.135251583,4.824661727,0.333333333
190,ilrma,3,10,3,0.6344375,1,0,671780907,0,0,0,-6.850884283,-6.611647663,0,0,0
191,ilrma,3,10,3,0.6344375,1,0,671780907,50,1,1.409413225,-6.627845663,-1.363395722,0.22303862,5.248251941,0.333333333
192,ilrma-t-IP,3,10,3,0.6344375,1,10,657890619,0,0,0,-3.530238236,-3.348263699,0,0,0
193,ilrma-t-IP,3,10,3,0.6344375,1,10,657890619,50,1,5.283306063,-2.785380165,4.473641722,0.744858071,7.821905421,0.666666667
194,ilrma,3,10,3,0.6344375,1,10,657890619,0,0,0,-3.530238236,-3.348263699,0,0,0
195,ilrma,3,10,3,0.6344375,1,10,657890619,50,1,1.387786233,-6.483830729,5.988364148,-2.953592493,9.336627846,0.666666667
196,ilrma-t-IP,3,10,3,0.6344375,1,10,1819941518,0,0,0,-3.683759631,-3.415638568,0,0,0
197,ilrma-t-IP,3,10,3,0.6344375,1,10,1819941518,50,1,5.290522116,4.059750852,11.74595609,7.743510483,15.16159466,1
198,ilrma,3,10,3,0.6344375,1,10,1819941518,0,0,0,-3.683759631,-3.415638568,0,0,0
199,ilrma,3,10,3,0.6344375,1,10,1819941518,50,1,1.398817498,3.273267851,10.46694866,6.957027481,13.88258723,1
200,ilrma-t-IP,3,10,3,0.6344375,1,0,36027469,0,0,0,-6.966225106,-6.753422861,0,0,0
201,ilrma-t-IP,3,10,3,0.6344375,1,0,36027469,50,1,5.249033435,-3.428630675,2.890452617,3.537594431,9.643875478,0.666666667
202,ilrma,3,10,3,0.6344375,1,0,36027469,0,0,0,-6.966225106,-6.753422861,0,0,0
203,ilrma,3,10,3,0.6344375,1,0,36027469,50,1,1.419992064,-4.713593378,1.323215045,2.252631728,8.076637906,0.333333333
204,ilrma-t-IP,3,10,3,0.6344375,1,10,1995074678,0,0,0,-3.561463796,-3.36126492,0,0,0
205,ilrma-t-IP,3,10,3,0.6344375,1,10,1995074678,50,1,5.27200995,4.841735464,12.43224199,8.403199261,15.79350691,1
206,ilrma,3,10,3,0.6344375,1,10,1995074678,0,0,0,-3.561463796,-3.36126492,0,0,0
207,ilrma,3,10,3,0.6344375,1,10,1995074678,50,1,1.385057247,5.21837036,12.33129699,8.779834156,15.69256191,1
208,ilrma-t-IP,3,10,3,0.6344375,1,10,1959836417,0,0,0,-3.569950902,-3.363256399,0,0,0
209,ilrma-t-IP,3,10,3,0.6344375,1,10,1959836417,50,1,5.271103984,3.343865421,10.56289652,6.913816323,13.92615292,1
210,ilrma,3,10,3,0.6344375,1,10,1959836417,0,0,0,-3.569950902,-3.363256399,0,0,0
211,ilrma,3,10,3,0.6344375,1,10,1959836417,50,1,1.406661599,4.051870771,11.56856787,7.621821673,14.93182427,1
212,ilrma-t-IP,3,10,3,0.6344375,1,10,137773602,0,0,0,-3.469390615,-3.236887502,0,0,0
213,ilrma-t-IP,3,10,3,0.6344375,1,10,137773602,50,1,5.293089345,1.837969746,9.155591816,5.307360361,12.39247932,1
